#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU5035	SS|1.0000|HM038000_S002167714;k:Bacteria	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Vampirovibrio;	k:Bacteria	No hit
OTU5036	SS|1.0000|AF170417_S000388514;k:Bacteria	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria	k:Bacteria	No hit
OTU5037	SS|0.9100|Y07556_S000017487;k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae	k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,g:Parachlamydia;	k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae	No hit
OTU5038	SS|1.0000|EF988655_S000893700;k:Bacteria	k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Gracilimonas;	k:Bacteria	No hit
OTU5039	SS|0.8500|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata	No hit
OTU5040	SS|0.9000|EU659693_S001098930;k:Bacteria,p:"Proteobacteria"	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Desulfovibrionales,f:Desulfovibrionaceae,g:Desulfovibrio;	k:Bacteria,p:"Proteobacteria"	No hit
OTU5041	GS|99.2|AB174844_S000415279;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Sinobacteraceae,g:Steroidobacter;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Sinobacteraceae,g:Steroidobacter;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Sinobacteraceae,g:Steroidobacter	No hit
OTU5043	SS|0.9300|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5044	SS|0.9400|AF268996_S000340457;k:Bacteria,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis	k:Bacteria,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis;	k:Bacteria,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis	No hit
OTU5045	GS|0.0|None;No hit	No hit	No hit	No hit
OTU5046	SS|1.0000|AF385537_S000344655;k:Bacteria	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp10,g:Gp10;	k:Bacteria	No hit
OTU5047	SS|1.0000|AY193186_S000401337;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis	k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis;	k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis	No hit
OTU5048	GS|97.2|CP000481_S002287801;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Acidothermaceae,g:Acidothermus;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Acidothermaceae,g:Acidothermus;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU5049	SS|1.0000|DQ672568_S000712708;k:Bacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Skermanella;	k:Bacteria	No hit
OTU5050	SS|1.0000|GU168019_S001746549;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae	No hit
OTU5051	SS|0.8200|AB072735_S000251887;k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas	k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas;	k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas	No hit
OTU5052	SS|0.9900|AB072735_S000251887;k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas	k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas;	k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas	No hit
OTU5053	SS|0.9500|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5054	SS|1.0000|EF457321_S000834746;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6	No hit
OTU5055	GS|0.0|None;No hit	No hit	No hit	No hit
OTU5056	SS|1.0000|AM162406_S000650674;k:Bacteria	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella;	k:Bacteria	No hit
OTU5057	SS|0.9200|AF013567_S000336316;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6	No hit
OTU5058	SS|1.0000|AB478415_S001291866;k:Bacteria	k:Bacteria,p:Ignavibacteriae,c:Ignavibacteria,o:Ignavibacteriales,f:Ignavibacteriaceae,g:Ignavibacterium;	k:Bacteria	No hit
OTU5059	GS|0.0|None;No hit	No hit	No hit	No hit
OTU5060	SS|0.8400|D38623_S000413795;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiaceae,g:Orientia;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5061	SS|0.9400|AB089482_S000415016;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	No hit
OTU5062	SS|0.9500|AB540021_S003709881;k:Bacteria,p:"Proteobacteria"	k:Bacteria,p:"Proteobacteria",c:Oligoflexia,o:Oligoflexales,f:Oligoflexaceae,g:Oligoflexus;	k:Bacteria,p:"Proteobacteria"	No hit
OTU5063	SS|0.9300|GQ221764_S001575981;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiales_incertae_sedis,g:Bauldia;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales	No hit
OTU5064	SS|0.9500|AF075271_S000428476;k:Bacteria,p:"Verrucomicrobia",c:Opitutae,o:Opitutales,f:Opitutaceae,g:Alterococcus	k:Bacteria,p:"Verrucomicrobia",c:Opitutae,o:Opitutales,f:Opitutaceae,g:Alterococcus;	k:Bacteria,p:"Verrucomicrobia",c:Opitutae,o:Opitutales,f:Opitutaceae,g:Alterococcus	No hit
OTU5065	GS|0.0|None;No hit	No hit	No hit	No hit
OTU5066	SS|0.8800|AF177275_S000388671;k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae	k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,g:Neochlamydia;	k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae	No hit
OTU5067	SS|0.9800|AJ231190_S000005131;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Rubinisphaera;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5068	SS|1.0000|AB360343_S001014081;k:Bacteria,p:"Actinobacteria",c:Actinobacteria	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Acidimicrobiales,f:Acidimicrobiaceae,g:Ilumatobacter;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria	No hit
OTU5069	SS|0.9900|AY323827_S001171510;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	No hit
OTU5070	SS|1.0000|AJ833647_S000417333;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Byssovorax;	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae	No hit
OTU5071	SS|0.8800|EU642410_S001098623;k:Bacteria,p:"Proteobacteria"	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Marispirillum;	k:Bacteria,p:"Proteobacteria"	No hit
OTU5072	SS|0.9800|Y07556_S000017487;k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae	k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,g:Parachlamydia;	k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae	No hit
OTU5073	SS|1.0000|AY192276_S000356465;k:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1	k:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1;	k:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1	No hit
OTU5074	SS|0.9800|M26631_S000436146;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Chromatiales,f:Ectothiorhodospiraceae,g:Arhodomonas;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	No hit
OTU5075	SS|1.0000|AB266389_S002235662;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Chromatiales,f:Thioalkalispiraceae,g:Thioprofundum;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	No hit
OTU5076	SS|0.9800|AJ292582_S000020307;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3	No hit
OTU5077	SS|0.8600|X62911_S000013732;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Planctopirus	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Planctopirus;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Planctopirus	No hit
OTU5078	SS|0.8100|HQ540311_S002409687;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:Sandaracinus	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:Sandaracinus;	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,g:Sandaracinus	No hit
OTU5079	SS|1.0000|AB282756_S000858360;k:Bacteria	k:Bacteria	k:Bacteria	No hit
OTU5080	GSL|77.9|DQ160208_S000634343;k:Bacteria,p:Firmicutes	k:Bacteria,p:Firmicutes	No hit	No hit
OTU5081	SS|1.0000|AY493919_S000261712;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp5,g:Gp5	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp5,g:Gp5;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp5,g:Gp5	No hit
OTU5082	SS|1.0000|EU134982_S000933576;k:Bacteria	k:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp4;	k:Bacteria	No hit
OTU5083	SS|0.9800|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5084	SS|1.0000|DQ244077_S000620070;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae	k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae	k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae	No hit
OTU5085	SS|0.9100|AB081581_S000925329;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Alphaproteobacteria_incertae_sedis,g:Rhizomicrobium	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Alphaproteobacteria_incertae_sedis,g:Rhizomicrobium;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Alphaproteobacteria_incertae_sedis,g:Rhizomicrobium	No hit
OTU5086	SS|0.9700|CP000103_S000618924;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Nitrosomonadales,f:Nitrosomonadaceae,g:Nitrosospira;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	No hit
OTU5087	SS|1.0000|HM038000_S002167714;k:Bacteria	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Vampirovibrio;	k:Bacteria	No hit
OTU5088	SS|0.9800|AF227162_S000389520;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella	No hit
OTU5089	SS|1.0000|AM162406_S000650674;k:Bacteria	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella;	k:Bacteria	No hit
OTU5090	SS|0.9800|AF544015_S000432339;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria	No hit
OTU5091	SS|1.0000|GU207880_S002224495;k:Bacteria	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Polyangium;	k:Bacteria	No hit
OTU5092	SS|1.0000|EF457456_S000834881;k:Bacteria	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	k:Bacteria	No hit
OTU5093	SS|0.8400|AJ292759_S000130039;k:Bacteria,p:"Proteobacteria"	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio;	k:Bacteria,p:"Proteobacteria"	No hit
OTU5094	SS|0.9600|L07834_S000414324;k:Bacteria,p:"Proteobacteria"	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Desulfuromonadales,f:Geobacteraceae,g:Geobacter;	k:Bacteria,p:"Proteobacteria"	No hit
OTU5095	SS|1.0000|AB003164_S000381697;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	k:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	k:Bacteria,p:Cyanobacteria/Chloroplast,c:Cyanobacteria	No hit
OTU5096	SS|0.9100|AB517669_S002164967;k:Bacteria,p:"Actinobacteria",c:Actinobacteria	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Acidimicrobiales,f:"Acidimicrobineae"_incertae_sedis,g:Aciditerrimonas;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria	No hit
OTU5097	SS|0.8400|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5099	SS|0.9800|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5100	SS|1.0000|AB794104_S003710450;k:Bacteria	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhodobiaceae	k:Bacteria	No hit
OTU5101	SS|1.0000|JQ346765_S003259734;k:Archaea,p:"Thaumarchaeota",o:Nitrosopumilales,f:Nitrosopumilaceae,g:Nitrosopumilus	k:Archaea,p:"Thaumarchaeota",o:Nitrosopumilales,f:Nitrosopumilaceae,g:Nitrosopumilus;	k:Archaea,p:"Thaumarchaeota",o:Nitrosopumilales,f:Nitrosopumilaceae,g:Nitrosopumilus	No hit
OTU5102	SS|0.9500|EF515998_S000840440;k:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp5	k:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp5;	k:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp5	No hit
OTU5103	SS|0.9900|X56305_S000006614;k:Bacteria	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria	No hit
OTU5104	SS|1.0000|EF457439_S000834864;k:Bacteria	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;	k:Bacteria	No hit
OTU5107	SS|0.8800|EF457360_S000834785;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3	No hit
OTU5109	SS|1.0000|AM000022_S000629071;k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Larkinella	k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Larkinella;	k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Larkinella	No hit
OTU5110	SS|1.0000|EF457480_S000834905;k:Bacteria	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16;	k:Bacteria	No hit
OTU5111	SS|1.0000|AB282756_S000858360;k:Bacteria	k:Bacteria	k:Bacteria	No hit
OTU5113	SS|1.0000|AB245479_S000627947;k:Bacteria	k:Bacteria	k:Bacteria	No hit
OTU5114	SS|0.9900|KJ720680_S004219886;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	No hit
OTU5115	SS|0.9800|AJ233944_S000539321;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Kofleriaceae,g:Kofleria;	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	No hit
OTU5117	SS|1.0000|U68460_S000438346;k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales	k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Simkaniaceae,g:Simkania;	k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales	No hit
OTU5119	SS|1.0000|GU207874_S002224489;k:Bacteria	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Chondromyces;	k:Bacteria	No hit
OTU5120	SS|1.0000|AB088362_S000111853;k:Bacteria	k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Thermoactinomycetaceae_2,g:Planifilum;	k:Bacteria	No hit
OTU5121	SS|0.9700|AB062751_S000022588;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:"Haliangiaceae",g:Haliangium;	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales	No hit
OTU5122	SS|0.8900|AY289395_S000405865;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp7,g:Gp7	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp7,g:Gp7;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp7,g:Gp7	No hit
OTU5123	SS|0.9800|AY225642_S000403102;k:Bacteria,p:"Acidobacteria"	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp10,g:Gp10;	k:Bacteria,p:"Acidobacteria"	No hit
OTU5124	SS|1.0000|JN880417_S002963694;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5125	SS|0.9000|AB192292_S000650534;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Terrimonas	k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Terrimonas;	k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Terrimonas	No hit
OTU5126	SS|1.0000|AY289375_S000405845;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4	No hit
OTU5127	SS|0.8400|GU207876_S002224491;k:Bacteria,p:"Proteobacteria"	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,g:Jahnella;	k:Bacteria,p:"Proteobacteria"	No hit
OTU5128	GS|0.0|None;No hit	No hit	No hit	No hit
OTU5129	SS|0.8500|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5130	SS|1.0000|CP000473_S002290405;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Candidatus_Solibacter;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3	No hit
OTU5131	SS|0.9500|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Gemmata;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5133	SS|0.9700|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella;	k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae	No hit
OTU5134	SS|1.0000|AY033493_S000434673;k:Bacteria	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Incertae_Sedis_III,g:Thermovenabulum;	k:Bacteria	No hit
OTU5135	SS|0.9900|AB180657_S000469824;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiales_incertae_sedis,g:Thiobacter;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria	No hit
OTU5136	GS|97.6|EF457321_S000834746;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;	k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6	No hit
OTU5137	GS|81.4|KM036168_S004231080;k:Bacteria,p:"Planctomycetes",c:Phycisphaerae,o:Tepidisphaerales,f:Tepidisphaeraceae,g:Tepidisphaera;	k:Bacteria,p:"Planctomycetes",c:Phycisphaerae,o:Tepidisphaerales,f:Tepidisphaeraceae,g:Tepidisphaera;	No hit	No hit
OTU5138	SS|0.9900|AJ401132_S000020236;k:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis	k:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis;	k:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis	No hit
